link,college name,Estd,Rating,Review,facilities,image,Address,contact_no,website 
https://collegedunia.com/college/13621-government-tool-room-and-training-centre-gttc-bangalore,"Government Tool Room & Training Centre - [GTTC], Bangalore",Estd 1972,"7.3,7.3",5 reviews,"Medical,Library,Comp,Labs,Classrooms,Sports,Auditorium,Cafeteria,",https://images.collegedunia.com/public/college_data/images/appImage/1486453594D4.jpg?w=1286&h=193&mode=stretch,"Rajaji Nagar Industrial Town, Rajajinagar 
 Bangalore - 560010 
 Karnataka ,    India ",",080-23352118  ,    23357189  ,    23301683  ,    23352119,Director -  9141629585",https://www.karnataka.gov.in/gttc/Pages/aboutus-page.aspx
https://collegedunia.com/college/15874-international-academy-of-management-and-entrepreneurship-iame-bangalore,"International Academy of Management and Entrepreneurship - [IAME], Bangalore",Estd 2007,"8.8,8.8",25 reviews,"Comp,Labs,Medical,Cafeteria,Laboratory,Library,Hostel,E-Classroom,Classrooms,Transport,Sports,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/1546846602Untitled.png?w=1286&h=193&mode=stretch,"No. 152/2, Nisarga Campus, Behind The Art of Living, Off Kanakapura Road, Udayapura Post 
 Bangalore - 560082 
 Karnataka ,    India ",",9739054251  ,    9606130777",http://www.iame.co.in
https://collegedunia.com/college/17152-amity-global-business-school-agbs-bangalore,"Amity Global Business School - [AGBS], Bangalore",Private,"8.1,8.1",22 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Security,Wi-Fi,Campus,",https://images.collegedunia.com/public/college_data/images/appImage/1581939178BANGALORE.jpg?w=1286&h=193&mode=stretch,"372, Kormangala, St. Johns Hospital Road, 3rd Block 
 Bangalore - 560034 
 Karnataka ,    India ",",080-41217514,9731599955  ,    8105317722",http://bangalore.agbs.in/
https://collegedunia.com/college/17172-amrita-school-of-business-asb-bangalore,"Amrita School of Business - [ASB], Bangalore",Estd 2009,"8.8,8.8",6 reviews,"Medical,Sports,Comp,Labs,Laboratory,Library,Auditorium,Cafeteria,Classrooms,Banks,Communication,Centre,",https://images.collegedunia.com/public/college_data/images/appImage/1501220220cvr.png?w=1286&h=193&mode=stretch,"Amrita Vishwa Vidyapeethan (Bengaluru Campus), Kasavanahalli, Carmelaram P.O. 
 Bangalore - 560035 
 Karnataka ,    India ",",080-25183700  ,    28439565,9901913404  ,    9342022297",https://www.amrita.edu/school/business/bengaluru
https://collegedunia.com/college/16188-seshadripuram-academy-of-business-studies-sabs-bangalore,"Seshadripuram Academy of Business Studies - [SABS], Bangalore",Estd 2005,"8.3,8.3",4 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/16188_SABS_APP.jpg?w=1286&h=193&mode=stretch,"18, 3rd Main Road,Kommaghatta Road, Behind Post Office, Kengeri Satellite Town, 
 Bangalore - 560060 
 Karnataka ,    India ",",080-28488676",http://www.sabs.ac.in/
https://collegedunia.com/college/17476-dayananda-sagar-business-school-dsbs-bangalore,"Dayananda Sagar Business School - [DSBS], Bangalore",Estd 2007,"8.5,8.5",5 reviews,"Medical,Cafeteria,Library,Auditorium,Hostel,Comp,Labs,Security,Sports,",https://images.collegedunia.com/public/college_data/images/appImage/1501324553dayanandasagarbusinessschooladmission.jpg?w=1286&h=193&mode=stretch,"Shavige Malleshwara Hills, Kumaraswamy Layout 
 Bangalore - 560078 
 Karnataka ,    India ",",080-42161705  ,    42161706  ,    42161709",http://dayanandasagar.edu/dsbs/
https://collegedunia.com/college/54812-padmashree-institute-of-management-and-sciences-pims-bangalore,"Padmashree Institute of Management and Sciences - [PIMS], Bangalore",Estd 2000,"8.1,8.1",6 reviews,"Medical,Sports,Transport,Comp,Labs,Laboratory,Library,Auditorium,Cafeteria,",https://images.collegedunia.com/public/college_data/images/appImage/54812_cvr.png?w=1286&h=193&mode=stretch,"Kommagatta, Kengeri 
 Bangalore - 560060 
 Karnataka ,    India ",",080-28485205,9880053055  ,    7625012033  ,",https://pims.in/
https://collegedunia.com/college/59406-stock-market-institute-smi-bangalore,"Stock Market Institute - [SMI], Bangalore",Private,"7.9,7.9",3 reviews,"Classrooms,Library,Comp,Labs,Auditorium,Security,Cafeteria,Medical,",https://images.collegedunia.com/public/college_data/images/appImage/1530948646AppNew.jpg?w=1286&h=193&mode=stretch,"132, Brigade Rd, Shanthala Nagar, Ashok Nagar, 
 Bangalore - 560025 
 Karnataka ,    India ",",9513737474  ,    9886982456,9513737474  ,    9886982456",http://stockmarketinstitute.org/
https://collegedunia.com/college/13112-brindavan-college-of-engineering-bce-bangalore,"Brindavan College of Engineering - [BCE], Bangalore",Estd 1993,"7.2,7.2",26 reviews,"Comp,Labs,Cafeteria,Laboratory,Library,Hostel,Auditorium,Medical,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/1486118657d2.jpg?w=1286&h=193&mode=stretch,"Dwarakanagar, Bagalur Main Road, Yelahanka 
 Bangalore - 560063 
 Karnataka ,    India ",",080-28478388  ,    28478423,9844723728",http://brindavancollegeofengineering.com/index.html
https://collegedunia.com/college/14161-m-s-engineering-college-msec-bangalore,"M S Engineering College - [MSEC], Bangalore",Estd 2002,"6.3,6.3",38 reviews,"Comp,Labs,Library,Medical,Laboratory,Sports,Transport,Cafeteria,Auditorium,Classrooms,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/14161_logo cvr.png?w=1286&h=193&mode=stretch,"Navarathna Agrahara, Sadahalli P.O, Off Bengaluru International Airport 
 Bangalore - 562110 
 Karnataka ,    India ",",080-41215454  ,    41315454,Principal -  9480182396  ,    9035992785  ,    9035992785",http://www.msec.ac.in/
https://collegedunia.com/college/14668-rr-institute-of-technology-rrit-bangalore,"RR Institute of Technology - [RRIT], Bangalore",Estd 2008,"7.1,7.1",17 reviews,"Library,Laboratory,Gym,Cafeteria,Comp,Labs,Medical,Hostel,Auditorium,Sports,",https://images.collegedunia.com/public/college_data/images/appImage/14668_RR0.jpg?w=1286&h=193&mode=stretch,"Raja Reddy Layout, Heseraghatta Main Road 
Chikkabanavara, 
 Bangalore - 560090 
 Karnataka ,    India ",",080-28391554  ,    28391553,8880001111  ,    8050202020",https://rrit.ac.in/
https://collegedunia.com/college/12786-alpha-college-of-engineering-bangalore,"Alpha College of Engineering, Bangalore",Estd 2000,"6.6,6.6",14 reviews,"Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Comp,Labs,",https://images.collegedunia.com/public/college_data/images/appImage/12786_ALPHA.jpg?w=1286&h=193&mode=stretch,"#30/2, Hennur - Bagalur Road Kannur Post 
 Bangalore - 560077 
 Karnataka ,    India ",",080-28445218  ,    28445219  ,    65787888  ,    65797999",http://www.alphace.ac.in/
https://collegedunia.com/college/15120-sri-sairam-college-of-engineering-bangalore,"Sri Sairam College of Engineering, Bangalore",Estd 1997,"7.3,7.3",21 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/15120_SAIRAM_NEW.jpg?w=1286&h=193&mode=stretch,"21, 7th Main Road, 4th Block 
 Bangalore - 560011 
 Karnataka ,    India ",",0802-6635623",http://www.ssec.ac.in
https://collegedunia.com/college/15507-yellamma-dasappa-institute-of-technology-bangalore,"Yellamma Dasappa Institute of Technology, Bangalore",Estd 2001,"5.0,5.0",3 reviews,,https://images.collegedunia.com/public/college_data/images/appImage/15507_YDIT_NEW.jpg?w=1286&h=193&mode=stretch,"Raghuvanahalli, 14th K.M. Kanakapura Road,  N.H.209 
 Bangalore - 560062 
 Karnataka ,    India ",",080-28435829  ,    28435095",http://ydit.ac.in/
https://collegedunia.com/college/60178-bangalore-group-of-institutions-bgi-bangalore,"Bangalore Group of Institutions - [BGI], Bangalore",Estd 2008,,,,https://images.collegedunia.com/public/college_data/images/appImage/15690432264H4A0219.jpg?w=1286&h=193&mode=stretch,"67/7, Kodathi Off Bangalore -Sarjapur Road,  East Taluk Chikkakannalli 
 Bangalore - 560035 
 Karnataka ,    India ",",080-28445950",http://www.bgiedu.in/
https://collegedunia.com/college/3389-patel-institute-of-science-and-management-pism-bangalore,"Patel Institute of Science and Management - [PISM], Bangalore",Estd 2006,,,,https://images.collegedunia.com/public/college_data/images/appImage/3389_PGI_NEW.jpg?w=1286&h=193&mode=stretch,"Outer Ring Road, Behind Sakra World Hospital 
 Bangalore - 560103 
 Karnataka ,    India ",",9611977234",http://patelinstituteofscience-management.edu.in/
https://collegedunia.com/college/18562-reva-institute-of-science-and-management-bangalore,"Reva Institute of Science and Management, Bangalore",Estd 2002,"9.0,9.0",6 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/18562_REVASC_APP.jpg?w=1286&h=193&mode=stretch,"# 226 & 227, Kattigenahalli, Jala Hobli, Bagalur Cross, Yelahanka, 
 Bangalore - 560064 
 Karnataka ,    India ",",080-66226622",http://www.revainstitution.org/RISM.html
https://collegedunia.com/college/60302-xaviers-institute-of-business-management-studies-xibms-bangalore,"Xaviers Institute of Business Management Studies - [XIBMS], Bangalore",Private Institute,,,,https://images.collegedunia.com/public/college_data/images/appImage/1578395657em.jpg?w=1286&h=193&mode=stretch,"1st and 2nd Floor, JBA complex, House No. 1678A, 60 Feet Nehru Road, Next to NIIT 
 Bangalore - 560084 
 Karnataka ,    India ",",8095195306",https://www.xibms.com/
https://collegedunia.com/college/15250-sri-revana-siddeshwara-institute-of-technology-srsit-bangalore,"Sri Revana Siddeshwara Institute of Technology - [SRSIT], Bangalore",Estd 1997,"4.8,4.8",9 reviews,"Sports,Medical,Cafeteria,Library,Auditorium,Hostel,Laboratory,Comp,Labs,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/15250_srirevana_app.jpg?w=1286&h=193&mode=stretch,"Chokkanahalli,Chikkajala,North 
 Bangalore - 562157 
 Karnataka ,    India ",",080-30071352  ,    30071351,9972856004",http://www.srsect.edu.in/enggdept.html
https://collegedunia.com/college/28606-ks-institute-of-technology-ksit-bangalore,"KS Institute of Technology - [KSIT], Bangalore",Estd 1999,"6.8,6.8",37 reviews,"Comp,Labs,Auditorium,Canteen,Hostel,Medical,Gym,Laboratory,Library,Classrooms,Security,Sports,",https://images.collegedunia.com/public/college_data/images/appImage/28606_KSIT_New.png?w=1286&h=193&mode=stretch,"No.14, Raghuvanahalli, Kanakapura Main Road 
 Bangalore - 560109 
 Karnataka ,    India ",",080-28435722  ,    28435724",http://www.ksit.ac.in/
https://collegedunia.com/college/59360-brindavan-group-of-institutions-bangalore,"Brindavan Group of Institutions, Bangalore",Estd 1993,"8.9,8.9",4 reviews,"Library,Classrooms,Laboratory,Wi-Fi,Campus,Medical,Cafeteria,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1594362602Cover.jpg?w=1286&h=193&mode=stretch,"Dwarakangar, Bagalur Main Rd, Yelahanka 
 Bangalore - 560063 
 Karnataka ,    India ",",9844723728",http://brindavancollege.com/
https://collegedunia.com/college/18128-izee-business-school-izee-bangalore,"Izee Business School - [IZEE], Bangalore",Estd 2009,"6.8,6.8",20 reviews,"Comp,Labs,Medical,Cafeteria,Library,Hostel,Sports,Classrooms,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/1501932135cover.jpg?w=1286&h=193&mode=stretch,"# 39, Konnappana Agrahara, Electronics City Phase-2, Begur Hobli, Hosur Main Road, Landmark : Opp. D-Mart, Behind SBI 
 Bangalore - 560100 
 Karnataka ,    India ",",Toll Free -  180030101626  ,    Admission Hotline -  080 3350 9293  ,    65970504,8050002929  ,    8050003939",http://www.izeebschool.com
https://collegedunia.com/college/55861-community-institute-of-management-studies-cims-bangalore,"Community Institute of Management Studies - [CIMS], Bangalore",Estd 2007,"6.8,6.8",8 reviews,"Medical,Library,Laboratory,Comp,Labs,Hostel,Cafeteria,Sports,Classrooms,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/1501318913cover.png?w=1286&h=193&mode=stretch,"2/1, 9th cross, 9th main,  2nd Block, Near Ashoka Pillar 
 Bangalore - 560011 
 Karnataka ,    India ",",8884401104  ,    9663092655",http://www.cimsbschool.org/
https://collegedunia.com/college/15729-dayananda-sagar-business-academy-dsba-bangalore,"Dayananda Sagar Business Academy - [DSBA], Bangalore","BU, Bangalore","8.2,8.2",5 reviews,"Comp,Labs,Medical,Cafeteria,Library,Hostel,Security,Auditorium,Laboratory,Sports,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/150132128614257240911.jpg?w=1286&h=193&mode=stretch,"Udaypura, Kanakapura Main Road, Opp. Art of Living 
 Bangalore - 560082 
 Karnataka ,    India ",",088-67881026,9108025271  ,    9535490597  ,    9886434746",http://www.dsba.edu.in/
https://collegedunia.com/college/15834-guru-raghavendra-vidyadeep-business-management-academy-grv-bangalore,"Guru Raghavendra Vidyadeep Business Management Academy - [GRV], Bangalore",Estd 2008,"9.3,9.3",5 reviews,"Comp,Labs,Medical,Cafeteria,Library,Auditorium,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/15834_GRV_New.jpg?w=1286&h=193&mode=stretch,"19, 2nd Cross, Near HMT Buildings Ganganagar, Bellary Road 
 Bangalore - 560032 
 Karnataka ,    India ",",9590670670  ,    9008999572  ,    8861124176",http://www.grvacademy.com
https://collegedunia.com/college/58893-rjs-institute-of-management-studies-rjsims-bangalore,"RJS Institute of Management Studies - [RJSIMS], Bangalore",Estd 1995,"6.0,6.0",3 reviews,"Sports,Medical,Cafeteria,Library,Comp,Labs,Classrooms,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1494313688vnhmb.png?w=1286&h=193&mode=stretch,"#1, Mahayogi Vemana Road(100ft. Road), 17th main, 5th Cross, 3rd Block, Near BDA Complex, Koramangala 
 Bangalore - 560034 
 Karnataka ,    India ",",080-25539648",http://www.rjsims.edu.in/
https://collegedunia.com/college/59177-indian-school-of-business-and-computing-isbc-bangalore,"Indian School Of Business and Computing - [ISBC], Bangalore",Private,,,,https://images.collegedunia.com/public/college_data/images/appImage/1502432131clg.jpg?w=1286&h=193&mode=stretch,"C Block, ISBC Campus 29/3, Siddhareddy Layout
Near Total Mall, Doddanekkundi Cross 
 Bangalore - 560036 
 Karnataka ,    India ",",966396 9400  ,    9035751923  ,    990007 8944",http://www.isbc.ac.in/
https://collegedunia.com/college/12716-achutha-institute-of-technology-ait-bangalore,"Achutha Institute of Technology - [AIT], Bangalore",Estd 2010,"6.8,6.8",3 reviews,"Transport,Library,Canteen,Sports,",https://images.collegedunia.com/public/college_data/images/appImage/12716_AIT_New.jpg?w=1286&h=193&mode=stretch,"Survey No. 115, Bommaganahalli Village, off Peresandra to Gudibande Road Gudibande Post, Bangalore 
 Bangalore - 561209 
 Karnataka ,    India ",",080- 28571600  ,    28571800  ,    28571900,8156319704  ,    9482664444  ,    9448079180",http://www.achuthait.com/
https://collegedunia.com/college/56914-christ-university-faculty-of-engineering-bangalore,"Christ University, Faculty of Engineering, Bangalore",Estd 2009,"8.0,8.0",11 reviews,"Library,Laboratory,Classrooms,Comp,Labs,Auditorium,Cafeteria,",https://images.collegedunia.com/public/college_data/images/appImage/56914_cvr.png?w=1286&h=193&mode=stretch,"Hosur Road 
 Bangalore - 560029 
 Karnataka ,    India ",",8040129100  ,    8040129600  ,    8040129281  ,    8040129282",http://www.christuniversity.in/academics/faculty-of-engineering
https://collegedunia.com/college/14408-nagarjuna-college-of-engineering-and-technology-ncet-bangalore,"Nagarjuna College of Engineering and Technology - [NCET], Bangalore",Estd 2001,"7.5,7.5",39 reviews,"Comp,Labs,Sports,Cafeteria,Library,Auditorium,Laboratory,Gym,Medical,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1599738331202006101591805098.jpg?w=1286&h=193&mode=stretch,"Mudugurki, Venkatagiri Kote Post, Devanhalli 
 Bangalore - 562164 
 Karnataka ,    India ",",080-67462700  ,    67462701  ,    67462702",http://ncet.co.in/
https://collegedunia.com/college/15536-vivekananda-institute-of-technology-bangalore,"Vivekananda Institute of Technology, Bangalore",Estd 1997,"7.3,7.3",27 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/15536_VIT_New.jpg?w=1286&h=193&mode=stretch,"Gudimavu, Kumbalagodu Post, Kengeri Hobli 
 Bangalore - 560074 
 Karnataka ,    India ",",080-28437696  ,    28437036,+91 9480339078  ,    7625013435",http://www.vitb.ac.in/
https://collegedunia.com/college/14816-sct-institute-of-technology-sctit-bangalore,"SCT Institute of Technology - [SCTIT], Bangalore",Estd 2001,"3.3,3.3",3 reviews,"Comp,Labs,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/14816_SCTCOLLEGE_APP.jpg?w=1286&h=193&mode=stretch,"Kaggadasapura Main Road, Vignana Nagar, New Thippasandra (Post) 
 Bangalore - 560075 
 Karnataka ,    India ",",080-25245225  ,    25240694,9880093840  ,    9741472868",http://sctengineering.in
https://collegedunia.com/college/28436-islamiah-institute-of-technology-iit-bangalore,"Islamiah Institute of Technology - [IIT], Bangalore",Estd 1979,"6.6,6.6",6 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/28436_IIT_New.jpg?w=1286&h=193&mode=stretch,"Near to Royal Meenakshi Mall and Narayana Nethralaya Diagonally opposite to Shree Meenakshi Temple Bannerughatta, National Park Road, Hulimavu 
 Bangalore - 560076 
 Karnataka ,    India ",",080 26432330,9535208970  ,    7204609232",http://islamiahit.ac.in
https://collegedunia.com/college/55885-mats-institute-of-management-and-entrepreneurship-mime-bangalore,"MATS Institute of Management & Entrepreneurship - [MIME], Bangalore",Estd 2001,"7.6,7.6",15 reviews,"Medical,Library,Laboratory,Comp,Labs,Auditorium,Cafeteria,Classrooms,Sports,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/55885_cvr.png?w=1286&h=193&mode=stretch,"# 44/4, District Fund Road,
9th Block Jayanagar 
 Bangalore - 560069 
 Karnataka ,    India ",",46501712  ,    46501784,9886671816  ,    8046501736",http://www.mime.ac.in/
https://collegedunia.com/college/3239-new-horizon-college-marathalli-nhcm-bangalore,"New Horizon College Marathalli - [NHCM], Bangalore",Estd 1998,"7.9,7.9",12 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Transport,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/3239_PROFILE.jpg?w=1286&h=193&mode=stretch,"Ring Road, Near Marathalli 
 Bangalore - 560103 
 Karnataka ,    India ",",080-66297777",http://newhorizonindia.edu/nhc-marathahalli/
https://collegedunia.com/college/15819-government-ramnarayan-chellaram-college-of-commerce-and-management-grccm-bangalore,"Government Ramnarayan Chellaram College of Commerce and Management - [GRCCM], Bangalore",Estd 1948,"7.1,7.1",7 reviews,"Sports,Gym,Medical,Cafeteria,Library,Auditorium,Hostel,Comp,Labs,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/1501651578cccccccccccccccccccccccccccccccc.png?w=1286&h=193&mode=stretch,"Palace road, Basaveshwara Circle 
 Bangalore - 560001 
 Karnataka ,    India ",",080-22262889",http://www.grccm.org/
https://collegedunia.com/college/45359-mount-carmel-institute-of-management-mcim-bangalore,"Mount Carmel Institute of Management - [MCIM], Bangalore",Estd 1992,"7.2,7.2",4 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Library,Auditorium,Hostel,Gym,Laboratory,",https://images.collegedunia.com/public/college_data/images/appImage/45359_MCIM_NEW.jpg?w=1286&h=193&mode=stretch,"No. 58, Palace Road, Vasanth Nagar 
 Bangalore - 560052 
 Karnataka ,    India ",",080-­822261759",http://www.mountcarmelinstitute.org/
https://collegedunia.com/college/55899-nitte-school-of-management-nsm-bangalore,"NITTE School of Management - [NSM], Bangalore",Private (Autonomous),"8.7,8.7",6 reviews,"Cafeteria,Hostel,Medical,Library,Comp,Labs,Laboratory,Auditorium,Transport,Sports,Communication,Centre,Classrooms,Security,",https://images.collegedunia.com/public/college_data/images/appImage/1486559055cvrm.png?w=1286&h=193&mode=stretch,"Govindapura, Gollahalli, NMIT Road, Yelahanka 
 Bangalore - 560064 
 Karnataka ,    India ",",080-22167888,9880503659  ,    Admissions Office -  9036004262  ,    Admissions Office -  7411730704  ,    Admissions Office -  9845520802",http://www.nsom.ac.in/
https://collegedunia.com/college/57502-indo-german-training-centre-igtc-bangalore,"Indo German Training Centre - [IGTC], Bangalore",Estd 2008,"8.5,8.5",4 reviews,"Library,Laboratory,Comp,Labs,Hostel,Auditorium,Cafeteria,Classrooms,Sports,Medical,",https://images.collegedunia.com/public/college_data/images/appImage/57502_000.jpg?w=1286&h=193&mode=stretch,"304, Shah Sultan, 3rd floor, Cunningham Road 
 Bangalore - 560052 
 Karnataka ,    India ",",080-40926130",http://www.igtcindia.com/
https://collegedunia.com/college/58899-oxbridge-business-school-obs-bangalore,"Oxbridge Business School - [OBS], Bangalore",Estd 1997,"9.5,9.5",1 reviews,"Sports,Medical,Cafeteria,Library,Comp,Labs,Classrooms,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/1494416435cccccccccccccccccc.png?w=1286&h=193&mode=stretch,"# 7,8,9, Mahadeshwar Nagar Extn, vishwaneedam post, Herohalli Cross, Magadi Main Road 
 Bangalore - 560091 
 Karnataka ,    India ",",Admission Cell -  080-23246423,Admission Cell -  9741166452  ,    9591729329",http://oxbridgebschool.com/
https://collegedunia.com/college/12811-amruta-institute-of-engineering-and-management-sciences-aiems-bangalore,"Amruta Institute of Engineering and Management Sciences - [AIEMS], Bangalore",Estd 2008,"8.2,8.2",3 reviews,"Library,Laboratory,Gym,Cafeteria,Sports,Comp,Labs,Medical,Hostel,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/12811_AMRUTA_APP.jpg?w=1286&h=193&mode=stretch,"Bidadi Industrial Town, Ramanagaram, Near Toyota Kirloskar Motors Road 
 Bangalore - 562109 
 Karnataka ,    India ",",Admission Office -  080-27204659  ,    27204740  ,    27307400,Director -  9740366072  ,    Principal -  9448603061  ,    Admission Office -  9739166243  ,    9902957055  ,    9844390519",http://www.aiems.in
https://collegedunia.com/college/14656-rl-jalappa-institute-of-technology-rljit-bangalore,"RL Jalappa Institute of Technology - [RLJIT], Bangalore",Estd 2001,"7.9,7.9",18 reviews,"Library,Laboratory,Gym,Cafeteria,Comp,Labs,Medical,Hostel,Auditorium,Sports,Swimming,Pool,",https://images.collegedunia.com/public/college_data/images/appImage/14656_RLJIET.jpg?w=1286&h=193&mode=stretch,"Doddaballapur, 
 Bangalore - 561203 
 Karnataka ,    India ",",080-27626800  ,    27626801",http://www.rljit.in/
https://collegedunia.com/college/14736-rajiv-gandhi-institute-of-technology-rgit-bangalore,"Rajiv Gandhi Institute of Technology - [RGIT], Bangalore",Estd 2001,"5.7,5.7",22 reviews,"Comp,Labs,Sports,Cafeteria,Laboratory,Library,Auditorium,Hostel,Medical,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/15029635971444809044RGINEW.png?w=1286&h=193&mode=stretch,"Cholanagar, R.T. Nagar post 
 Bangalore - 560052 
 Karnataka ,    India ",",080-23631145  ,    65373782",http://www.rgit.ac.in
https://collegedunia.com/college/14821-sea-college-of-engineering-and-technology-seacet-bangalore,"SEA College of Engineering and Technology - [SEACET], Bangalore",Estd 2007,"6.8,6.8",17 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/14821_SEA_NEW.jpg?w=1286&h=193&mode=stretch,"Ekta Nagar, Basavanapura, Virgonagar P.O, K R Puram 
 Bangalore - 560049 
 Karnataka ,    India ",",080-25613741  ,    25613742",http://www.seaedu.ac.in/engg.htm
https://collegedunia.com/college/45580-shri-pillappa-college-of-engineering-spce-bangalore,"Shri Pillappa College of Engineering - [SPCE], Bangalore",Estd 2012,"7.8,7.8",2 reviews,"Library,Laboratory,Comp,Labs,Classrooms,Cafeteria,Sports,Medical,Auditorium,Security,Transport,Wi-Fi,Campus,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1494914798AppNew.jpg?w=1286&h=193&mode=stretch,"#79, Kondasethi halli Road., Hesaraghata 
 Bangalore - 560089 
 Karnataka ,    India ",",080-28446727,9449559227",http://www.spce.edu.in
https://collegedunia.com/college/56762-east-west-college-of-management-ewcm-bangalore,"East West College of Management - [EWCM], Bangalore",Estd 1998,"5.4,5.4",7 reviews,"Library,Laboratory,Comp,Labs,Classrooms,Sports,Medical,Hostel,Transport,Cafeteria,Banks,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/15011520541470307853Capture.jpg1.jpg?w=1286&h=193&mode=stretch,"Off Magadi Road, Anjananagar, Vishwaneedum Post 
 Bangalore - 560091 
 Karnataka ,    India ",",080-23286732  ,    23286244  ,    23286242  ,    23286245  ,    23288899  ,    23286237",http://ewcm.edu.in/
https://collegedunia.com/college/56980-sindhi-institute-of-management-bangalore,"Sindhi Institute of Management, Bangalore",Estd 2014,"7.5,7.5",15 reviews,"Sports,Classrooms,Medical,Auditorium,Library,Laboratory,Comp,Labs,Cafeteria,E-Classroom,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/56980_2449_le_LE652abc81-8573-4f9d-87be-efa95bff6db3scc_photo02.png?w=1286&h=193&mode=stretch,"#33/2, Kempapura, Hebbal 
 Bangalore - 560024 
 Karnataka ,    India ",",8951010025  ,    8951010023  ,    702237903",http://www.sindhibschool.com/
https://collegedunia.com/college/16191-seshadripuram-institute-of-commerce-and-management-bangalore,"Seshadripuram Institute of Commerce and Management, Bangalore","BU, Bangalore","7.8,7.8",5 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,",https://images.collegedunia.com/public/college_data/images/appImage/16191_SESADPURAM_APP.jpg?w=1286&h=193&mode=stretch,"No. 40, Girls School Street, Seshadripuram 
 Bangalore - 560020 
 Karnataka ,    India ",",080-22955382",http://www.sicm.edu.in/
https://collegedunia.com/college/13777-impact-college-of-engineering-and-applied-sciences-iceas-bangalore,"Impact College of Engineering and Applied Sciences - [ICEAS], Bangalore",Estd 1983,"6.2,6.2",7 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/13777_ICEAS_APP.jpg?w=1286&h=193&mode=stretch,"Kodigehalli,Sahakara Nagar South, Sanjeevini Nagar 
 Bangalore - 560092 
 Karnataka ,    India ",",080-22720805  ,    23334101,For Admissions -  9686070001  ,    8023334101",http://iceas.impact.ac.in/
https://collegedunia.com/college/45789-sri-vidya-vinayaka-institute-of-technology-svvit-bangalore,"Sri Vidya Vinayaka Institute of Technology - [SVVIT], Bangalore",Estd 2013,"7.7,7.7",1 reviews,"Medical,Hostel,Gym,Sports,Library,Laboratory,Cafeteria,Auditorium,Comp,Labs,",https://images.collegedunia.com/public/college_data/images/appImage/1486035925cvrd2.png?w=1286&h=193&mode=stretch,"No.11 Vinayaka Nagar, Big Banayan Tree Road 
 Bangalore - 560074 
 Karnataka ,    India ",",080-23386894,9900001936",https://collegedunia.com/college/45789-sri-vidya-vinayaka-institute-of-technology-svvit-bangalore
